DNABERTBACTSTRAT,NT2PHAGESTRAT,NT2BACTSTRAT,MEGADNAPHAGESTRAT,DNABERTPHAGESTRAT,MEGADNABACTSTRAT,F1Score1,Average
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TfidfStrategy,MaxStrategy,0.9036212964014076,.9036
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,MaxStrategy,MaxStrategy,0.9241954707985697,.9241
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TruncateStrategy,MaxStrategy,0.9096441947565544,.9096
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,Tf4idfStrategy,0.9250030990454939,.9250
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.9061784897025171,.9061
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TruncateStrategy,TfidfStrategy,0.8956076657540768,.8956
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,Tf4idfStrategy,TruncateStrategy,0.9290830945558739,.9290
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TfidfStrategy,0.8797842281017211,.8797
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.9202755905511811,.9202
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TruncateStrategy,TruncateStrategy,0.9466795928259817,.9466
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.9437010247136829,.9437
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TfidfStrategy,TruncateStrategy,0.9242929480054342,.9242
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TfidfStrategy,TfidfStrategy,0.9174677608440798,.9174
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TfidfStrategy,0.9045723247677644,.9045
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,MaxStrategy,TfidfStrategy,0.9261618306204292,.9261
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,MaxStrategy,TruncateStrategy,0.9447852760736196,.9447
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TfidfStrategy,MaxStrategy,0.9200142196942765,.9200
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.9258125294394725,.9258
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,Tf4idfStrategy,0.9028427902728623,.9028
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TfidfStrategy,TruncateStrategy,0.9095719095719095,.9095
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TfidfStrategy,0.9170814616972199,.9170
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,Tf4idfStrategy,0.8730573169215468,.8730
TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.923039275663771,.9230
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.9392712550607287,.9392
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,Tf4idfStrategy,TfidfStrategy,0.9317748091603054,.9317
TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TfidfStrategy,0.9038961038961039,.9038
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TfidfStrategy,Tf4idfStrategy,0.9061955131930722,.9061
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,MaxStrategy,Tf4idfStrategy,0.9217434373452204,.9217
TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9346327549322557,.9346
TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,0.9086491739552963,.9086
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,0.9284705882352942,.9284
TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,0.9248596344522758,.9248
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,0.9312759643916914,.9312
TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.9218057717638607,.9218
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TfidfStrategy,0.9218695091952677,.9218
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,0.8882478364480121,.8882
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TfidfStrategy,0.9057062903029566,.9057
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,Tf4idfStrategy,0.9286566451920784,.9286
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.9046709940180729,.9046
TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TKPertStrategy,0.9000851892418157,.9000
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TfidfStrategy,TfidfStrategy,0.9052383755150087,.9052
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.9180451127819549,.9180
TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,0.9415505013450722,.9415
TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,0.926949654491609,.9269
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.9247259439707674,.9247
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.9143282840824435,.9143
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,Tf4idfStrategy,0.9085429465631158,.9085
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.94017094017094,.9401
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.8998854524627722,.8998
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,Tf4idfStrategy,0.9018381893209955,.9018
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,Tf4idfStrategy,0.9391389193804124,.9391
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,TfidfStrategy,0.9390009606147935,.9390
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,0.9421666466273896,.9421
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,0.9268594020261923,.9268
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TfidfStrategy,TruncateStrategy,0.9421507733528195,.9421
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.938236344162799,.9382
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.9219659911483812,.9219
TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.9256177821929716,.9256
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TKPertStrategy,0.9193056532958012,.9193
TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.9362117331381877,.9362
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TKPertStrategy,TfidfStrategy,0.8890836254381572,.8890
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,0.9190027436478587,.9190
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TfidfStrategy,MaxStrategy,0.9070331447049312,.9070
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,0.9408518296340731,.9408
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,0.9475723453202568,.9475
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.9414435946462715,.9414
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,0.9428059701492538,.9428
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,0.9405666063893913,.9405
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9429546562652364,.9429
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,0.9376426769193801,.9376
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,0.9282660332541567,.9282
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,0.9246027004421077,.9246
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9454766241651487,.9454
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,TfidfStrategy,0.8926208651399492,.8926
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,Tf4idfStrategy,0.9454061251664447,.9454
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.9317710240449165,.9317
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,0.9251482213438735,.9251
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TfidfStrategy,TruncateStrategy,0.8955720501663681,.8955
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,TfidfStrategy,0.9473046638400969,.9473
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9126572054920965,.9126
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,0.9439691529099892,.9439
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.9313388916135361,.9313
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,0.8958569164591352,.8958
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.9400285578296049,.9400
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,TfidfStrategy,0.9313713367132435,.9313
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,TfidfStrategy,0.8762647811776179,.8762
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,0.9432335329341317,.9432
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.9474064267661573,.9474
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,0.9442836468885673,.9442
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TfidfStrategy,TKPertStrategy,0.9353537822314554,.9353
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9190132070769998,.9190
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,0.9292929292929294,.9292
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.9292418772563177,.9292
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,Tf4idfStrategy,TruncateStrategy,0.9355529131985731,.9355
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,Tf4idfStrategy,0.9428326600563104,.9428
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,0.8931658407283624,.8931
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TruncateStrategy,TKPertStrategy,0.9110886587522102,.9110
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TfidfStrategy,TfidfStrategy,0.9013096351730588,.9013
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9084046300956216,.9084
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,0.9208826039253931,.9208
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TfidfStrategy,TKPertStrategy,0.9184007481879822,.9184
TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.9299054086829979,.9299
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TfidfStrategy,MaxStrategy,0.946862226496754,.9468
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,Tf4idfStrategy,MaxStrategy,0.9506889050036258,.9506
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TfidfStrategy,0.9241817753708501,.9241
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TruncateStrategy,TruncateStrategy,0.9359080677644829,.9359
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TfidfStrategy,TruncateStrategy,0.94233370220091,.9423
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,0.9072450392247347,.9072
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,Tf4idfStrategy,Tf4idfStrategy,0.8791720569210866,.8791
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,Tf4idfStrategy,0.9420465567410281,.9420
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TfidfStrategy,TKPertStrategy,0.921138008485151,.9211
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TfidfStrategy,Tf4idfStrategy,0.9460760712566201,.9460
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,0.9041061276058118,.9041
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,Tf4idfStrategy,TfidfStrategy,0.9373191899710703,.9373
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TruncateStrategy,TfidfStrategy,0.9111596368233537,.9111
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,0.9161454713921706,.9161
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,MaxStrategy,TKPertStrategy,0.9227515860181614,.9227
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TruncateStrategy,Tf4idfStrategy,0.920573701337833,.9205
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,MaxStrategy,0.9104853479853479,.9104
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TfidfStrategy,TfidfStrategy,0.9487487969201155,.9487
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.934380664652568,.9343
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.9485480178334739,.9485
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,0.9369434416365824,.9369
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.9144358268701526,.9144
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,TruncateStrategy,0.9378652355396541,.9378
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,Tf4idfStrategy,0.9246182040317654,.9246
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.9441697817436392,.9441
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,Tf4idfStrategy,0.9167361524717094,.9167
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,0.9295774647887325,.9295
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,TruncateStrategy,0.9378232110643415,.9378
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.9132408884525709,.9132
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,Tf4idfStrategy,0.9457084386661853,.9457
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.927536231884058,.9275
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TruncateStrategy,MaxStrategy,0.9323103576290063,.9323
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,MaxStrategy,0.9203473008682521,.9203
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,MaxStrategy,0.9068592057761733,.9068
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,TfidfStrategy,0.9266334103905585,.9266
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.9362721609966459,.9362
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,TfidfStrategy,0.9303243309902578,.9303
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,0.939278030121922,.9392
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TfidfStrategy,0.909640831758034,.9096
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,TfidfStrategy,0.9402628434886499,.9402
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,TruncateStrategy,0.8846944016435543,.8846
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,Tf4idfStrategy,0.9373588493997386,.9373
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,Tf4idfStrategy,0.9248038624019312,.9248
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TfidfStrategy,0.9017099274203468,.9017
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.9477477477477477,.9477
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TruncateStrategy,0.9299987740590905,.9299
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.926034462548353,.9260
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,TfidfStrategy,0.9397937155193091,.9397
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TfidfStrategy,Tf4idfStrategy,0.9349613152804641,.9349
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,0.9202408750153619,.9202
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,Tf4idfStrategy,0.9254672897196262,.9254
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,Tf4idfStrategy,0.9403306973400432,.9403
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9430441105186622,.9430
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,0.8952575912657796,.8952
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,0.9495241537164196,.9495
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.9431955523326081,.9431
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,0.9281253826374434,.9281
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,0.9408518296340731,.9408
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.9062379421221864,.9062
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.946426411899867,.9464
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,0.8932180689151344,.8932
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TfidfStrategy,0.9005235602094241,.9005
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,0.9020518776616337,.9020
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,Tf4idfStrategy,0.9386503067484663,.9386
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TfidfStrategy,0.9421109640149236,.9421
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.9412610884679933,.9412
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.94632972322503,.9463
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,0.9450018131270398,.9450
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TfidfStrategy,TKPertStrategy,0.9415505013450722,.9415
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TfidfStrategy,0.9333175691652873,.9333
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,0.9456534954407295,.9456
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,0.9315101070154578,.9315
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,Tf4idfStrategy,TKPertStrategy,0.942840023966447,.9428
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.9367426078526417,.9367
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9281186460949649,.9281
TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.9456298975286318,.9456
TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,Tf4idfStrategy,0.8757033248081841,.8757
TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,0.9443843843843844,.9443
TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TfidfStrategy,0.9340420391398888,.9340
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.9465760077707626,.9465
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,0.9319819269752107,.9319
TruncateStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.9280402974334373,.9280
TruncateStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,0.8893518518518517,.8893
TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9506024096385542,.9506
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,0.9322013913453602,.9322
TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,0.9396509936984974,.9396
TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.939959576744739,.9399
TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TfidfStrategy,0.9444983034415899,.9444
TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.9262572533849129,.9262
TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,0.939034819792303,.9390
